date,USPS,incidD,gold_out
2020-11-07,MS,99,0
2020-11-14,MS,107,0
2020-11-21,MS,117,0
2020-11-28,MS,122,0
2020-12-05,MS,170,0
2020-12-12,MS,231,0
2020-12-19,MS,210,0
2020-12-26,MS,175,0
2021-01-02,MS,275,0
2021-01-09,MS,306,0
2021-01-16,MS,335,0
2021-01-23,MS,271,0
2021-01-30,MS,266,0
2021-02-06,MS,248,0
2021-02-13,MS,195,0
2021-02-20,MS,92,0
2021-02-27,MS,116,0
2021-03-06,MS,136,0
2021-03-13,MS,91,0
2021-03-20,MS,59,0
2021-03-27,MS,45,0
2021-04-03,MS,55,0
2021-04-10,MS,40,0
2021-04-17,MS,58,0
2021-04-24,MS,22,0
2021-05-01,MS,24,0
2021-05-08,MS,29,0
2021-05-15,MS,26,0
2021-05-22,MS,25,0
2021-05-29,MS,31,0
2021-06-05,MS,15,0
2021-06-12,MS,28,0
2021-06-19,MS,18,0
2021-06-26,MS,24,0
2021-07-03,MS,24,0
2021-07-10,MS,20,0
2021-07-17,MS,26,0
2021-07-24,MS,37,0
2021-07-31,MS,41,0
2021-08-07,MS,78,0
2021-08-14,MS,140,0
2021-08-21,MS,230,0
2021-08-28,MS,288,0
2021-09-04,MS,261,0
2021-09-11,MS,365,0
2021-09-18,MS,309,0
2021-09-25,MS,211,0
2021-10-02,MS,221,0
2021-10-09,MS,165,0
2021-10-16,MS,106,0
2021-10-23,MS,73,0
2021-10-30,MS,85,0
2021-11-06,MS,73,0
2021-11-13,MS,39,0
2021-11-20,MS,42,0
2021-11-27,MS,33,0
2021-12-04,MS,34,0
2021-12-11,MS,30,0
2021-12-18,MS,28,0
2021-12-25,MS,39,0
2022-01-01,MS,57,0
2022-01-08,MS,77,0
2022-01-15,MS,98,0
2022-01-22,MS,96,0
2022-01-29,MS,110,0
2022-02-05,MS,419,0
2022-02-12,MS,308,0
2022-02-19,MS,278,0
2022-02-26,MS,172,0
2022-03-05,MS,143,0
2022-03-12,MS,104,0
2022-03-19,MS,75,0
2022-03-26,MS,48,0
2022-04-02,MS,21,0
2022-04-09,MS,14,0
2022-04-16,MS,9,0
2022-04-23,MS,14,0
2022-04-30,MS,8,0
2022-05-07,MS,10,0
2022-05-14,MS,3,0
2022-05-21,MS,8,0
2022-05-28,MS,1,0
2022-06-04,MS,4,0
2022-06-11,MS,10,0
2022-06-18,MS,12,0
2022-06-25,MS,15,0
2022-07-02,MS,19,0
2022-07-09,MS,19,0
2022-07-16,MS,23,0
2022-07-23,MS,35,0
2022-07-30,MS,45,0
2022-08-06,MS,36,0
2022-08-13,MS,36,0
2022-08-20,MS,38,0
2022-08-27,MS,8,0
2022-09-03,MS,28,0
2022-09-10,MS,27,0
2022-09-17,MS,32,0
2022-09-24,MS,26,0
2022-10-01,MS,33,0
2022-10-08,MS,16,0
2022-10-15,MS,17,0
2022-10-22,MS,20,0
2022-10-29,MS,3,0
2022-11-05,MS,24,0
2022-11-12,MS,13,0
2022-11-19,MS,12,0
2022-11-26,MS,0,0
2022-12-03,MS,19,0
2022-12-10,MS,15,0
2022-12-17,MS,12,0
2022-12-24,MS,20,0
2022-12-31,MS,14,0
2023-01-07,MS,15,0
2023-01-14,MS,0,0
2023-01-21,MS,39,0
2023-01-28,MS,40,0
2023-02-04,MS,34,0
2023-02-11,MS,32,0
2023-02-18,MS,39,0
2023-02-25,MS,24,0
2023-03-04,MS,31,0
2023-03-11,MS,19,0
2021-12-04,MO,2539,1
2022-02-05,MO,453,0
2022-02-26,MO,451,0
2020-12-19,MO,446,0
2020-12-05,MO,432,0
2022-01-22,MO,431,0
2020-12-26,MO,423,0
2021-01-09,MO,422,0
2021-02-06,MO,402,0
2022-02-19,MO,380,0
2022-02-12,MO,362,0
2021-01-16,MO,350,0
2020-12-12,MO,326,0
2021-01-23,MO,318,0
2022-01-15,MO,315,0
2022-03-19,MO,311,0
2021-02-13,MO,308,0
2020-10-17,MO,295,0
2022-01-08,MO,281,0
2021-02-20,MO,279,0
2020-11-28,MO,276,0
2022-03-05,MO,273,0
2022-05-21,MO,271,0
2021-09-25,MO,269,0
2021-01-02,MO,251,0
2021-08-28,MO,250,0
2020-10-10,MO,243,0
2022-03-26,MO,239,0
2020-10-31,MO,236,0
2020-10-24,MO,232,0
2021-03-06,MO,232,0
2020-09-26,MO,229,0
2021-01-30,MO,229,0
2021-09-11,MO,227,0
2022-03-12,MO,227,0
2020-11-14,MO,224,0
2021-02-27,MO,223,0
2021-09-04,MO,222,0
2022-01-01,MO,211,0
2021-08-14,MO,203,0
2020-11-21,MO,191,0
2021-09-18,MO,191,0
2021-10-02,MO,190,0
2022-05-14,MO,189,0
2021-08-21,MO,181,0
2021-08-07,MO,175,0
2021-10-09,MO,174,0
2021-11-27,MO,164,0
2021-11-20,MO,162,0
2021-12-18,MO,162,0
2021-11-06,MO,154,0
2021-10-16,MO,152,0
2021-05-22,MO,150,1
2022-01-29,MO,150,0
2021-03-13,MO,148,0
2021-12-25,MO,146,0
2021-12-11,MO,145,0
2022-04-09,MO,145,0
2020-09-05,MO,141,0
2021-11-13,MO,136,0
2022-05-28,MO,132,0
2023-01-14,MO,129,0
2020-11-07,MO,127,0
2020-05-09,MO,125,0
2021-04-17,MO,125,0
2020-04-25,MO,121,0
2021-07-31,MO,120,0
2021-10-23,MO,120,0
2022-04-02,MO,120,0
2020-05-02,MO,116,0
2020-10-03,MO,112,0
2021-10-30,MO,101,0
2020-09-19,MO,100,0
2020-05-16,MO,98,0
2022-04-16,MO,95,0
2022-08-27,MO,95,0
2020-04-11,MO,94,0
2022-08-13,MO,92,0
2020-04-18,MO,91,0
2021-07-17,MO,90,0
2020-06-20,MO,88,0
2021-07-24,MO,85,0
2021-03-27,MO,83,0
2021-07-03,MO,80,0
2020-08-29,MO,79,0
2021-05-08,MO,79,0
2020-08-01,MO,76,0
2021-05-29,MO,76,0
2020-05-23,MO,74,0
2020-08-22,MO,74,0
2022-09-03,MO,74,0
2021-05-01,MO,73,0
2023-01-21,MO,72,0
2022-08-06,MO,71,0
2022-10-15,MO,71,0
2021-04-03,MO,70,0
2022-04-23,MO,70,0
2022-10-01,MO,67,0
2020-07-25,MO,65,0
2023-03-04,MO,65,0
2023-02-11,MO,64,0
2021-04-24,MO,63,0
2023-01-28,MO,63,0
2020-09-12,MO,62,0
2021-06-05,MO,62,0
2022-06-25,MO,62,0
2022-10-22,MO,60,0
2021-06-12,MO,59,0
2022-07-30,MO,59,0
2022-12-17,MO,59,0
2020-05-30,MO,58,0
2020-08-08,MO,58,0
2022-12-10,MO,57,0
2022-07-02,MO,56,0
2022-11-12,MO,56,0
2022-07-23,MO,55,0
2022-12-24,MO,55,0
2021-03-20,MO,53,0
2022-08-20,MO,53,0
2020-08-15,MO,51,0
2023-02-25,MO,49,0
2021-07-10,MO,48,0
2023-02-04,MO,48,0
2020-07-18,MO,46,0
2021-05-15,MO,46,0
2022-09-10,MO,46,0
2023-01-07,MO,46,0
2022-07-09,MO,45,0
2023-03-11,MO,45,0
2022-09-17,MO,44,0
2023-02-18,MO,43,0
2022-11-26,MO,42,0
2020-06-27,MO,41,0
2020-07-11,MO,41,0
2022-04-30,MO,40,0
2020-06-13,MO,39,0
2022-06-04,MO,39,0
2020-04-04,MO,38,0
2022-05-07,MO,38,0
2020-07-04,MO,37,0
2022-12-03,MO,37,0
2022-12-31,MO,37,0
2020-06-06,MO,36,0
2022-10-08,MO,35,0
2021-06-19,MO,33,0
2022-09-24,MO,29,0
2022-11-05,MO,29,0
2021-06-26,MO,28,0
2022-07-16,MO,27,0
2021-04-10,MO,20,0
2022-11-19,MO,19,0
2022-06-11,MO,16,0
2020-03-28,MO,10,0
2022-10-29,MO,7,0
2022-06-18,MO,6,0
2020-03-21,MO,3,0
2020-01-25,MO,0,0
2020-02-01,MO,0,0
2020-02-08,MO,0,0
2020-02-15,MO,0,0
2020-02-22,MO,0,0
2020-02-29,MO,0,0
2020-03-07,MO,0,0
2020-03-14,MO,0,0
2021-10-23,MT,119,0
2021-12-04,MT,108,0
2021-10-30,MT,99,0
2022-04-30,MT,98,1
2021-01-30,MT,91,0
2020-11-21,MT,86,0
2021-11-27,MT,84,0
2021-01-09,MT,83,0
2020-12-12,MT,82,0
2021-02-06,MT,82,0
2021-12-11,MT,82,0
2020-10-31,MT,81,0
2021-10-02,MT,72,0
2020-11-28,MT,71,0
2020-11-07,MT,70,0
2020-11-14,MT,69,0
2021-11-06,MT,69,0
2021-09-25,MT,68,0
2021-11-20,MT,68,0
2022-02-26,MT,67,0
2020-12-05,MT,65,0
2021-11-13,MT,64,0
2021-10-09,MT,62,0
2021-04-10,MT,58,1
2021-12-18,MT,56,0
2020-10-24,MT,55,0
2020-12-26,MT,55,0
2021-01-23,MT,53,0
2021-01-02,MT,52,0
2021-10-16,MT,49,0
2020-12-19,MT,48,0
2021-09-18,MT,43,0
2022-02-05,MT,38,0
2022-02-19,MT,38,0
2022-02-12,MT,36,0
2022-10-08,MT,35,0
2021-01-16,MT,34,0
2022-06-11,MT,34,0
2022-03-05,MT,32,0
2022-01-22,MT,31,0
2020-10-17,MT,30,0
2021-04-03,MT,29,0
2021-08-28,MT,28,0
2021-09-04,MT,28,0
2022-01-15,MT,28,0
2021-08-21,MT,25,0
2020-09-19,MT,23,0
2020-10-10,MT,23,0
2021-03-06,MT,23,0
2021-09-11,MT,23,0
2021-03-20,MT,22,0
2021-03-27,MT,22,0
2021-04-17,MT,22,0
2022-05-07,MT,20,0
2021-06-05,MT,19,0
2022-03-12,MT,19,0
2021-04-24,MT,18,0
2021-05-08,MT,18,1
2021-07-17,MT,18,0
2021-08-07,MT,18,0
2021-12-25,MT,18,0
2020-09-12,MT,17,0
2021-02-27,MT,17,0
2022-01-29,MT,17,0
2020-08-01,MT,15,0
2020-09-26,MT,15,0
2020-10-03,MT,15,0
2021-02-13,MT,15,0
2022-05-28,MT,15,0
2020-08-08,MT,14,0
2020-08-29,MT,14,0
2021-02-20,MT,14,0
2022-08-27,MT,14,0
2022-10-22,MT,14,0
2022-12-17,MT,14,0
2021-03-13,MT,13,0
2020-09-05,MT,12,0
2022-07-23,MT,12,0
2021-05-01,MT,11,0
2021-06-26,MT,11,0
2022-01-01,MT,11,0
2022-01-08,MT,11,0
2022-03-19,MT,11,0
2021-05-29,MT,10,0
2021-06-19,MT,10,0
2022-11-19,MT,10,0
2020-07-25,MT,9,0
2021-06-12,MT,9,0
2021-07-31,MT,9,0
2022-08-20,MT,9,0
2020-07-18,MT,8,0
2020-08-22,MT,8,0
2021-08-14,MT,8,0
2022-03-26,MT,8,0
2022-08-06,MT,8,0
2022-11-26,MT,8,0
2020-04-04,MT,7,0
2020-08-15,MT,7,0
2021-05-22,MT,7,0
2021-07-10,MT,7,0
2022-04-02,MT,7,0
2022-09-10,MT,7,0
2023-01-14,MT,7,0
2023-01-28,MT,7,0
2020-07-11,MT,6,0
2021-05-15,MT,6,0
2022-04-09,MT,6,0
2022-06-18,MT,6,0
2022-07-30,MT,6,0
2022-09-24,MT,6,0
2022-04-16,MT,5,0
2022-07-09,MT,5,0
2022-07-16,MT,5,0
2022-12-03,MT,5,0
2020-04-18,MT,4,0
2020-04-25,MT,4,0
2021-07-03,MT,4,0
2021-07-24,MT,4,0
2022-05-21,MT,4,0
2022-06-25,MT,4,0
2022-10-29,MT,4,0
2022-11-05,MT,4,0
2022-12-31,MT,4,0
2023-02-04,MT,4,0
2022-05-14,MT,3,0
2022-09-17,MT,3,0
2022-12-24,MT,3,0
2023-01-21,MT,3,0
2023-02-18,MT,3,0
2023-02-25,MT,3,0
2020-05-02,MT,2,0
2020-06-20,MT,2,0
2020-06-27,MT,2,0
2022-04-23,MT,2,0
2022-09-03,MT,2,0
2022-10-01,MT,2,0
2023-01-07,MT,2,0
2020-03-28,MT,1,0
2020-05-30,MT,1,0
2020-06-06,MT,1,0
2020-07-04,MT,1,0
2022-07-02,MT,1,0
2023-02-11,MT,1,0
2023-03-04,MT,1,0
2020-01-25,MT,0,0
2020-02-01,MT,0,0
2020-02-08,MT,0,0
2020-02-15,MT,0,0
2020-02-22,MT,0,0
2020-02-29,MT,0,0
2020-03-07,MT,0,0
2020-03-14,MT,0,0
2020-03-21,MT,0,0
2020-04-11,MT,0,0
2020-05-09,MT,0,0
2020-05-16,MT,0,0
2020-05-23,MT,0,0
2020-06-13,MT,0,0
2022-06-04,MT,0,0
2022-08-13,MT,0,0
2022-10-15,MT,0,0
2022-11-12,MT,0,0
2022-12-10,MT,0,0
2023-03-11,MT,0,0
2021-10-02,NE,435,1
2020-12-05,NE,205,0
2020-12-12,NE,171,0
2022-01-08,NE,130,0
2020-11-21,NE,126,0
2020-12-19,NE,110,0
2021-01-02,NE,110,0
2022-04-02,NE,109,0
2020-12-26,NE,104,0
2021-01-16,NE,100,0
2022-01-29,NE,97,0
2022-02-05,NE,89,0
2020-11-28,NE,84,0
2021-12-11,NE,83,0
2020-11-14,NE,76,0
2022-02-26,NE,73,0
2022-01-15,NE,72,0
2021-01-09,NE,68,0
2022-02-19,NE,68,0
2021-11-20,NE,60,0
2022-02-12,NE,60,0
2020-10-31,NE,57,0
2022-03-05,NE,57,0
2021-05-22,NE,54,0
2023-02-25,NE,54,0
2020-11-07,NE,51,0
2022-08-20,NE,51,0
2020-10-24,NE,48,0
2021-02-06,NE,48,0
2021-12-04,NE,48,0
2021-11-13,NE,47,0
2021-05-15,NE,46,0
2021-02-20,NE,45,0
2022-11-12,NE,44,0
2021-01-30,NE,43,0
2021-10-16,NE,43,0
2022-05-28,NE,43,0
2021-01-23,NE,42,0
2021-03-27,NE,40,0
2021-10-23,NE,40,0
2021-04-10,NE,39,0
2023-01-07,NE,38,0
2021-10-30,NE,37,0
2023-02-18,NE,37,0
2022-05-14,NE,36,0
2023-03-04,NE,36,0
2021-02-27,NE,35,0
2021-04-17,NE,35,0
2021-12-18,NE,35,0
2022-10-01,NE,35,0
2021-02-13,NE,34,0
2021-09-25,NE,34,0
2020-05-16,NE,33,0
2020-09-12,NE,33,0
2022-06-11,NE,33,0
2022-09-10,NE,33,0
2021-03-06,NE,31,0
2022-11-26,NE,31,0
2020-06-20,NE,29,0
2021-04-24,NE,29,0
2022-01-22,NE,29,0
2020-06-13,NE,28,0
2020-10-03,NE,28,0
2020-10-17,NE,28,0
2021-09-04,NE,28,0
2020-09-26,NE,27,0
2021-05-29,NE,27,0
2020-04-25,NE,26,0
2021-11-06,NE,26,0
2023-02-11,NE,25,0
2020-05-23,NE,24,0
2021-11-27,NE,24,0
2022-08-13,NE,24,0
2020-05-02,NE,23,0
2020-05-30,NE,23,0
2020-06-27,NE,23,0
2020-10-10,NE,22,0
2020-07-25,NE,21,0
2020-08-08,NE,21,0
2022-01-01,NE,21,0
2022-03-19,NE,21,0
2023-03-11,NE,21,0
2020-07-18,NE,20,0
2021-03-13,NE,20,0
2020-05-09,NE,19,0
2021-08-28,NE,19,0
2021-12-25,NE,19,0
2022-05-07,NE,19,0
2023-02-04,NE,19,0
2022-07-16,NE,18,0
2020-06-06,NE,17,0
2020-07-04,NE,17,0
2021-08-21,NE,17,0
2022-09-24,NE,17,0
2022-10-29,NE,17,0
2020-08-01,NE,16,0
2020-08-15,NE,16,0
2020-08-29,NE,16,0
2022-04-16,NE,16,0
2022-06-04,NE,16,0
2022-11-19,NE,16,0
2020-08-22,NE,15,0
2021-09-18,NE,15,0
2021-10-09,NE,15,0
2021-05-08,NE,13,0
2021-07-17,NE,13,0
2022-03-12,NE,13,0
2022-04-09,NE,13,0
2020-09-05,NE,12,0
2022-11-05,NE,12,0
2023-01-28,NE,12,0
2020-04-11,NE,11,0
2020-09-19,NE,11,0
2021-07-24,NE,11,0
2021-08-07,NE,10,0
2022-08-27,NE,10,0
2022-12-03,NE,10,0
2021-09-11,NE,9,0
2022-10-08,NE,9,0
2022-12-10,NE,9,0
2022-12-24,NE,9,0
2021-03-20,NE,8,0
2022-06-25,NE,8,0
2020-04-18,NE,7,0
2020-07-11,NE,7,0
2021-06-12,NE,7,0
2022-05-21,NE,7,0
2022-07-02,NE,7,0
2022-10-22,NE,7,0
2023-01-14,NE,7,0
2021-04-03,NE,6,0
2022-03-26,NE,6,0
2022-04-23,NE,6,0
2021-08-14,NE,5,0
2020-04-04,NE,4,0
2021-06-26,NE,4,0
2021-07-31,NE,4,0
2022-06-18,NE,4,0
2022-08-06,NE,4,0
2023-01-21,NE,4,0
2021-05-01,NE,3,0
2021-06-19,NE,3,0
2022-07-09,NE,3,0
2022-07-30,NE,3,0
2022-12-17,NE,3,0
2020-03-28,NE,2,0
2021-07-03,NE,2,0
2022-09-17,NE,2,0
2021-07-10,NE,1,0
2022-10-15,NE,1,0
2022-12-31,NE,1,0
2020-01-25,NE,0,0
2020-02-01,NE,0,0
2020-02-08,NE,0,0
2020-02-15,NE,0,0
2020-02-22,NE,0,0
2020-02-29,NE,0,0
2020-03-07,NE,0,0
2020-03-14,NE,0,0
2020-03-21,NE,0,0
2021-06-05,NE,0,0
2022-04-30,NE,0,0
2022-07-23,NE,0,0
2022-09-03,NE,0,0
2022-04-16,NV,365,1
2021-01-16,NV,311,0
2021-01-09,NV,302,0
2021-01-30,NV,253,0
2021-01-23,NV,250,0
2021-02-06,NV,232,0
2022-02-05,NV,230,0
2020-12-19,NV,229,0
2020-12-12,NV,219,0
2021-01-02,NV,206,0
2021-02-13,NV,198,0
2020-12-26,NV,193,0
2022-02-12,NV,191,0
2022-04-23,NV,183,0
2020-12-05,NV,182,0
2022-01-29,NV,178,0
2021-02-20,NV,174,0
2022-02-19,NV,173,0
2021-09-25,NV,170,0
2022-02-26,NV,156,0
2021-08-14,NV,155,0
2021-08-28,NV,153,0
2021-10-02,NV,151,0
2021-09-04,NV,150,0
2021-09-18,NV,143,0
2021-10-16,NV,137,0
2022-03-05,NV,135,0
2020-08-22,NV,128,0
2022-03-12,NV,123,0
2020-08-15,NV,120,0
2021-08-21,NV,120,0
2021-09-11,NV,119,0
2021-12-11,NV,119,0
2021-10-09,NV,118,0
2020-08-08,NV,117,0
2022-01-15,NV,117,0
2021-11-20,NV,110,0
2022-01-22,NV,109,0
2020-11-28,NV,108,0
2021-10-30,NV,108,0
2020-08-29,NV,105,0
2020-11-21,NV,103,0
2021-10-23,NV,101,0
2020-08-01,NV,100,0
2021-12-04,NV,98,0
2021-07-31,NV,95,0
2021-11-13,NV,95,0
2021-08-07,NV,93,0
2022-01-08,NV,90,0
2021-02-27,NV,89,0
2021-12-18,NV,89,0
2020-07-25,NV,86,0
2020-09-05,NV,86,0
2021-12-25,NV,86,0
2021-11-06,NV,82,0
2022-03-26,NV,82,0
2021-03-13,NV,81,0
2020-09-19,NV,79,0
2021-03-06,NV,79,0
2020-11-07,NV,73,0
2022-04-30,NV,68,0
2022-07-16,NV,67,0
2021-03-27,NV,65,0
2020-05-09,NV,64,0
2020-07-11,NV,62,0
2020-09-12,NV,61,0
2022-04-02,NV,60,0
2021-07-24,NV,59,0
2020-11-14,NV,58,0
2021-04-10,NV,58,0
2022-09-24,NV,58,0
2021-04-24,NV,57,0
2020-04-11,NV,56,0
2022-01-01,NV,56,0
2022-08-20,NV,56,0
2020-04-25,NV,54,0
2020-07-18,NV,54,0
2020-09-26,NV,54,0
2021-03-20,NV,54,0
2021-11-27,NV,54,0
2020-05-02,NV,50,0
2020-04-18,NV,49,0
2020-10-17,NV,48,0
2022-05-28,NV,48,0
2022-07-23,NV,48,0
2022-12-31,NV,46,0
2022-04-09,NV,45,0
2023-01-14,NV,45,0
2020-05-30,NV,44,0
2021-05-01,NV,42,0
2023-01-28,NV,41,0
2020-05-16,NV,40,0
2020-05-23,NV,40,0
2022-08-13,NV,40,0
2020-10-10,NV,39,0
2022-06-11,NV,39,0
2022-06-25,NV,39,0
2020-10-03,NV,38,0
2021-04-03,NV,38,0
2021-07-17,NV,38,0
2020-04-04,NV,36,0
2020-10-24,NV,36,0
2022-08-06,NV,36,0
2022-07-09,NV,35,0
2020-10-31,NV,34,0
2021-05-08,NV,34,0
2021-05-29,NV,34,0
2021-04-17,NV,33,0
2022-07-02,NV,33,0
2021-05-15,NV,32,0
2022-06-18,NV,32,0
2022-07-30,NV,32,0
2020-07-04,NV,30,0
2021-07-03,NV,30,0
2022-03-19,NV,28,0
2022-05-07,NV,28,0
2022-12-24,NV,28,0
2021-06-19,NV,27,0
2022-12-10,NV,27,0
2023-01-07,NV,27,0
2023-02-11,NV,27,0
2022-05-21,NV,26,0
2022-10-01,NV,26,0
2020-06-13,NV,25,0
2022-09-03,NV,25,0
2020-06-20,NV,24,0
2021-06-26,NV,24,0
2022-06-04,NV,24,0
2022-11-26,NV,24,0
2021-07-10,NV,23,0
2020-06-06,NV,22,0
2021-05-22,NV,22,0
2021-06-12,NV,22,0
2022-08-27,NV,22,0
2022-11-19,NV,20,0
2022-12-17,NV,20,0
2022-05-14,NV,18,0
2022-09-10,NV,17,0
2022-10-08,NV,15,0
2022-10-15,NV,15,0
2022-11-05,NV,15,0
2020-06-27,NV,14,0
2021-06-05,NV,14,0
2022-10-22,NV,13,0
2022-10-29,NV,11,0
2023-01-21,NV,11,0
2022-11-12,NV,10,0
2023-02-18,NV,9,0
2020-03-28,NV,8,0
2023-02-04,NV,8,0
2023-02-25,NV,8,0
2022-12-03,NV,6,0
2023-03-11,NV,6,0
2023-03-04,NV,5,0
2020-03-21,NV,2,0
2020-01-25,NV,0,0
2020-02-01,NV,0,0
2020-02-08,NV,0,0
2020-02-15,NV,0,0
2020-02-22,NV,0,0
2020-02-29,NV,0,0
2020-03-07,NV,0,0
2020-03-14,NV,0,0
2022-09-17,NV,0,0
2020-01-25,NH,0,0
2020-02-01,NH,0,0
2020-02-08,NH,0,0
2020-02-15,NH,0,0
2020-02-22,NH,0,0
2020-02-29,NH,0,0
2020-03-07,NH,0,0
2020-03-14,NH,0,0
2020-03-21,NH,0,0
2020-03-28,NH,2,0
2020-04-04,NH,5,0
2020-04-11,NH,15,0
2020-04-18,NH,16,0
2020-04-25,NH,15,0
2020-05-02,NH,31,0
2020-05-09,NH,47,0
2020-05-16,NH,40,0
2020-05-23,NH,37,0
2020-05-30,NH,30,0
2020-06-06,NH,45,0
2020-06-13,NH,35,0
2020-06-20,NH,21,0
2020-06-27,NH,28,0
2020-07-04,NH,12,0
2020-07-11,NH,12,0
2020-07-18,NH,5,0
2020-07-25,NH,13,0
2020-08-01,NH,7,0
2020-08-08,NH,3,0
2020-08-15,NH,4,0
2020-08-22,NH,6,0
2020-08-29,NH,3,0
2020-09-05,NH,0,0
2020-09-12,NH,3,0
2020-09-19,NH,3,0
2020-09-26,NH,1,0
2020-10-03,NH,3,0
2020-10-10,NH,13,0
2020-10-17,NH,11,0
2020-10-24,NH,7,0
2020-10-31,NH,10,0
2020-11-07,NH,6,0
2020-11-14,NH,10,0
2020-11-21,NH,9,0
2020-11-28,NH,15,0
2020-12-05,NH,36,0
2020-12-12,NH,41,0
2020-12-19,NH,50,0
2020-12-26,NH,51,0
2021-01-02,NH,68,0
2021-01-09,NH,93,0
2021-01-16,NH,65,0
2021-01-23,NH,54,0
2021-01-30,NH,61,0
2021-02-06,NH,56,0
2021-02-13,NH,32,0
2021-02-20,NH,23,0
2021-02-27,NH,17,0
2021-03-06,NH,11,0
2021-03-13,NH,18,0
2021-03-20,NH,18,0
2021-03-27,NH,18,0
2021-04-03,NH,12,0
2021-04-10,NH,9,0
2021-04-17,NH,10,0
2021-04-24,NH,16,0
2021-05-01,NH,22,0
2021-05-08,NH,10,0
2021-05-15,NH,17,0
2021-05-22,NH,13,0
2021-05-29,NH,8,0
2021-06-05,NH,3,0
2021-06-12,NH,5,0
2021-06-19,NH,7,0
2021-06-26,NH,4,0
2021-07-03,NH,1,0
2021-07-10,NH,3,0
2021-07-17,NH,6,0
2021-07-24,NH,4,0
2021-07-31,NH,2,0
2021-08-07,NH,2,0
2021-08-14,NH,6,0
2021-08-21,NH,2,0
2021-08-28,NH,18,0
2021-09-04,NH,11,0
2021-09-11,NH,15,0
2021-09-18,NH,16,0
2021-09-25,NH,15,0
2021-10-02,NH,9,0
2021-10-09,NH,16,0
2021-10-16,NH,23,0
2021-10-23,NH,23,0
2021-10-30,NH,1,0
2021-11-06,NH,53,0
2021-11-13,NH,25,0
2021-11-20,NH,40,0
2021-11-27,NH,21,0
2021-12-04,NH,56,0
2021-12-11,NH,54,0
2021-12-18,NH,55,0
2021-12-25,NH,41,0
2022-01-01,NH,84,0
2022-01-08,NH,58,0
2022-01-15,NH,60,0
2022-01-22,NH,56,0
2022-01-29,NH,70,0
2022-02-05,NH,41,0
2022-02-12,NH,48,0
2022-02-19,NH,39,0
2022-02-26,NH,40,0
2022-03-05,NH,29,0
2022-03-12,NH,12,0
2022-03-19,NH,20,0
2022-03-26,NH,11,0
2022-04-02,NH,7,0
2022-04-09,NH,6,0
2022-04-16,NH,6,0
2022-04-23,NH,11,0
2022-04-30,NH,5,0
2022-05-07,NH,7,0
2022-05-14,NH,13,0
2022-05-21,NH,15,0
2022-05-28,NH,19,0
2022-06-04,NH,9,0
2022-06-11,NH,19,0
2022-06-18,NH,8,0
2022-06-25,NH,4,0
2022-07-02,NH,12,0
2022-07-09,NH,16,0
2022-07-16,NH,7,0
2022-07-23,NH,9,0
2022-07-30,NH,9,0
2022-08-06,NH,7,0
2022-08-13,NH,6,0
2022-08-20,NH,7,0
2022-08-27,NH,10,0
2022-09-03,NH,5,0
2022-09-10,NH,9,0
2022-09-17,NH,11,0
2022-09-24,NH,10,0
2022-10-01,NH,13,0
2022-10-08,NH,4,0
2022-10-15,NH,6,0
2022-10-22,NH,16,0
2022-10-29,NH,14,0
2022-11-05,NH,24,0
2022-11-12,NH,14,0
2022-11-19,NH,16,0
2022-11-26,NH,7,0
2022-12-03,NH,17,0
2022-12-10,NH,9,0
2022-12-17,NH,10,0
2022-12-24,NH,9,0
2022-12-31,NH,5,0
2023-01-07,NH,17,0
2023-01-14,NH,26,0
2023-01-21,NH,21,0
2023-01-28,NH,12,0
2023-02-04,NH,17,0
2023-02-11,NH,25,0
2023-02-18,NH,11,0
2023-02-25,NH,14,0
2023-03-04,NH,8,0
2023-03-11,NH,8,0
2020-01-25,NJ,0,0
2020-02-01,NJ,0,0
2020-02-08,NJ,0,0
2020-02-15,NJ,0,0
2020-02-22,NJ,0,0
2020-02-29,NJ,0,0
2020-03-07,NJ,0,0
2020-03-14,NJ,1,0
2020-03-21,NJ,21,0
2020-03-28,NJ,170,0
2020-04-04,NJ,867,0
2020-04-11,NJ,1795,0
2020-04-18,NJ,2315,0
2020-04-25,NJ,2105,0
2020-05-02,NJ,2028,0
2020-05-09,NJ,1503,0
2020-05-16,NJ,1208,0
2020-05-23,NJ,856,0
2020-05-30,NJ,581,0
2020-06-06,NJ,495,0
2020-06-13,NJ,531,0
2020-06-20,NJ,309,0
2020-06-27,NJ,307,0
2020-07-04,NJ,241,0
2020-07-11,NJ,336,0
2020-07-18,NJ,174,0
2020-07-25,NJ,137,0
2020-08-01,NJ,108,0
2020-08-08,NJ,69,0
2020-08-15,NJ,51,0
2020-08-22,NJ,33,0
2020-08-29,NJ,68,0
2020-09-05,NJ,52,0
2020-09-12,NJ,42,0
2020-09-19,NJ,37,0
2020-09-26,NJ,39,0
2020-10-03,NJ,50,0
2020-10-10,NJ,36,0
2020-10-17,NJ,33,0
2020-10-24,NJ,77,0
2020-10-31,NJ,69,0
2020-11-07,NJ,75,0
2020-11-14,NJ,123,0
2020-11-21,NJ,198,0
2020-11-28,NJ,219,0
2020-12-05,NJ,341,0
2020-12-12,NJ,426,0
2020-12-19,NJ,441,0
2020-12-26,NJ,440,0
2021-01-02,NJ,574,0
2021-01-09,NJ,667,0
