,date,USPS,out,diff,low_date,Problem,Correction,,,,
7487,2/5/2022,UT,,,1/25/2000,,,,,,
7488,2/12/2022,UT,,,1/25/2000,,,,,,
7489,2/19/2022,UT,,,1/25/2000,,,,,,
7490,2/26/2022,UT,,,1/25/2000,,,,,,
7491,3/5/2022,UT,,,1/25/2000,,,,,,
7492,3/12/2022,UT,,,1/25/2000,,,,,,
7493,3/19/2022,UT,,,1/25/2000,,,,,,
7494,3/26/2022,UT,,,1/25/2000,,,,,,
7495,4/2/2022,UT,,,1/25/2000,,,,,,
7496,4/9/2022,UT,,,1/25/2000,,,,,,
7497,4/16/2022,UT,,,1/25/2000,,,,,,
7498,4/23/2022,UT,,,1/25/2000,,,,,,
7499,4/30/2022,UT,,,1/25/2000,,,,,,
7500,5/7/2022,UT,,,1/25/2000,,,,,,
7501,5/14/2022,UT,,,1/25/2000,,,,,,
7502,5/21/2022,UT,,,1/25/2000,,,,,,
7503,5/28/2022,UT,,,1/25/2000,,,,,,
7504,6/4/2022,UT,,,1/25/2000,,,,,,
7505,6/11/2022,UT,,,1/25/2000,,,,,,
7506,6/18/2022,UT,,,1/25/2000,,,,,,
7507,6/25/2022,UT,,,1/25/2000,,,,,,
7508,7/2/2022,UT,,,1/25/2000,,,,,,
7509,7/9/2022,UT,,,1/25/2000,,,,,,
7510,7/16/2022,UT,,,1/25/2000,,,,,,
7511,7/23/2022,UT,,,1/25/2000,,,,,,
7512,7/30/2022,UT,,,1/25/2000,,,,,,
7513,8/6/2022,UT,,,1/25/2000,,,,,,
7514,8/13/2022,UT,,,1/25/2000,,,,,,
7515,8/20/2022,UT,,,1/25/2000,,,,,,
7516,8/27/2022,UT,,,1/25/2000,,,,,,
7517,9/3/2022,UT,,,1/25/2000,,,,,,
7518,9/10/2022,UT,,,1/25/2000,,,,,,
7519,9/17/2022,UT,,,1/25/2000,,,,,,
7520,9/24/2022,UT,,,1/25/2000,,,,,,
7521,10/1/2022,UT,,,1/25/2000,,,,,,
7522,10/8/2022,UT,,,1/25/2000,,,,,,
7523,10/15/2022,UT,,,1/25/2000,,,,,,
7524,10/22/2022,UT,,,1/25/2000,,,,,,
7525,10/29/2022,UT,,,1/25/2000,,,,,,
7526,11/5/2022,UT,,,1/25/2000,,,,,,
7527,11/12/2022,UT,,,1/25/2000,,,,,,
7528,11/19/2022,UT,,,1/25/2000,,,,,,
7529,11/26/2022,UT,,,1/25/2000,,,,,,
7530,12/3/2022,UT,,,1/25/2000,,,,,,
7531,12/10/2022,UT,,,1/25/2000,,,,,,
7532,12/17/2022,UT,,,1/25/2000,,,,,,
7533,12/24/2022,UT,,,1/25/2000,,,,,,
7534,12/31/2022,UT,,,1/25/2000,,,,,,
7535,1/7/2023,UT,,,1/25/2000,,,,,,
7536,1/14/2023,UT,,,1/25/2000,,,,,,
7537,1/21/2023,UT,,,1/25/2000,,,,,,
7538,1/28/2023,UT,,,1/25/2000,,,,,,
7539,2/4/2023,UT,,,1/25/2000,,,,,,
7540,2/11/2023,UT,,,1/25/2000,,,,,,
7541,2/18/2023,UT,,,1/25/2000,,,,,,
7542,2/25/2023,UT,,,1/25/2000,,,,,,
7543,3/4/2023,UT,,,1/25/2000,,,,,,
7544,3/11/2023,UT,,,1/25/2000,,,,,,
7545,1/25/2020,VT,,,1/25/2000,,,,,,
7546,2/1/2020,VT,,,1/25/2000,,,,,,
7547,2/8/2020,VT,,,1/25/2000,,,,,,
7548,2/15/2020,VT,,,1/25/2000,,,,,,
7549,2/22/2020,VT,,,1/25/2000,,,,,,
7550,2/29/2020,VT,,,1/25/2000,,,,,,
7551,3/7/2020,VT,,,1/25/2000,,,,,,
7552,3/14/2020,VT,,,1/25/2000,,,,,,
7553,3/21/2020,VT,,,1/25/2000,,,,,,
7554,3/28/2020,VT,,,1/25/2000,,,,,,
7555,4/4/2020,VT,,,1/25/2000,,,,,,
7556,4/11/2020,VT,,,1/25/2000,,,,,,
7557,4/18/2020,VT,,,1/25/2000,,,,,,
7558,4/25/2020,VT,,,1/25/2000,,,,,,
7559,5/2/2020,VT,,,1/25/2000,,,,,,
7560,5/9/2020,VT,,,1/25/2000,,,,,,
7561,5/16/2020,VT,,,1/25/2000,,,,,,
7562,5/23/2020,VT,,,1/25/2000,,,,,,
7563,5/30/2020,VT,,,1/25/2000,,,,,,
7564,6/6/2020,VT,,,1/25/2000,,,,,,
7565,6/13/2020,VT,,,1/25/2000,,,,,,
7566,6/20/2020,VT,,,1/25/2000,,,,,,
7567,6/27/2020,VT,,,1/25/2000,,,,,,
7568,7/4/2020,VT,,,1/25/2000,,,,,,
7569,7/11/2020,VT,,,1/25/2000,,,,,,
7570,7/18/2020,VT,,,1/25/2000,,,,,,
7571,7/25/2020,VT,,,1/25/2000,,,,,,
7572,8/1/2020,VT,,,1/25/2000,,,,,,
7573,8/8/2020,VT,,,1/25/2000,,,,,,
7574,8/15/2020,VT,,,1/25/2000,,,,,,
7575,8/22/2020,VT,,,1/25/2000,,,,,,
7576,8/29/2020,VT,,,1/25/2000,,,,,,
7577,9/5/2020,VT,,,1/25/2000,,,,,,
7578,9/12/2020,VT,,,1/25/2000,,,,,,
7579,9/19/2020,VT,,,1/25/2000,,,,,,
7580,9/26/2020,VT,,,1/25/2000,,,,,,
7581,10/3/2020,VT,,,1/25/2000,,,,,,
7582,10/10/2020,VT,,,1/25/2000,,,,,,
7583,10/17/2020,VT,,,1/25/2000,,,,,,
7584,10/24/2020,VT,,,1/25/2000,,,,,,
7585,10/31/2020,VT,,,1/25/2000,,,,,,
7586,11/7/2020,VT,,,1/25/2000,,,,,,
7587,11/14/2020,VT,,,1/25/2000,,,,,,
7588,11/21/2020,VT,,,1/25/2000,,,,,,
7589,11/28/2020,VT,,,1/25/2000,,,,,,
7590,12/5/2020,VT,,,1/25/2000,,,,,,
7591,12/12/2020,VT,,,1/25/2000,,,,,,
7592,12/19/2020,VT,,,1/25/2000,,,,,,
7593,12/26/2020,VT,,,1/25/2000,,,,,,
7594,1/2/2021,VT,,,1/25/2000,,,,,,
7595,1/9/2021,VT,,,1/25/2000,,,,,,
7596,1/16/2021,VT,,,1/25/2000,,,,,,
7597,1/23/2021,VT,,,1/25/2000,,,,,,
7598,1/30/2021,VT,,,1/25/2000,,,,,,
7599,2/6/2021,VT,,,1/25/2000,,,,,,
7600,2/13/2021,VT,,,1/25/2000,,,,,,
7601,2/20/2021,VT,,,1/25/2000,,,,,,
7602,2/27/2021,VT,,,1/25/2000,,,,,,
7603,3/6/2021,VT,,,1/25/2000,,,,,,
7604,3/13/2021,VT,,,1/25/2000,,,,,,
7605,3/20/2021,VT,,,1/25/2000,,,,,,
7606,3/27/2021,VT,,,1/25/2000,,,,,,
7607,4/3/2021,VT,,,1/25/2000,,,,,,
7608,4/10/2021,VT,,,1/25/2000,,,,,,
7609,4/17/2021,VT,,,1/25/2000,,,,,,
7610,4/24/2021,VT,,,1/25/2000,,,,,,
7611,5/1/2021,VT,,,1/25/2000,,,,,,
7612,5/8/2021,VT,,,1/25/2000,,,,,,
7613,5/15/2021,VT,,,1/25/2000,,,,,,
7614,5/22/2021,VT,,,1/25/2000,,,,,,
7615,5/29/2021,VT,,,1/25/2000,,,,,,
7616,6/5/2021,VT,,,1/25/2000,,,,,,
7617,6/12/2021,VT,,,1/25/2000,,,,,,
7618,6/19/2021,VT,,,1/25/2000,,,,,,
7619,6/26/2021,VT,,,1/25/2000,,,,,,
7620,7/3/2021,VT,,,1/25/2000,,,,,,
7621,7/10/2021,VT,,,1/25/2000,,,,,,
7622,7/17/2021,VT,,,1/25/2000,,,,,,
7623,7/24/2021,VT,,,1/25/2000,,,,,,
7624,7/31/2021,VT,,,1/25/2000,,,,,,
7625,8/7/2021,VT,,,1/25/2000,,,,,,
7626,8/14/2021,VT,,,1/25/2000,,,,,,
7627,8/21/2021,VT,,,1/25/2000,,,,,,
7628,8/28/2021,VT,,,1/25/2000,,,,,,
7629,9/4/2021,VT,,,1/25/2000,,,,,,
7630,9/11/2021,VT,,,1/25/2000,,,,,,
7631,9/18/2021,VT,,,1/25/2000,,,,,,
7632,9/25/2021,VT,,,1/25/2000,,,,,,
7633,10/2/2021,VT,,,1/25/2000,,,,,,
7634,10/9/2021,VT,,,1/25/2000,,,,,,
7635,10/16/2021,VT,,,1/25/2000,,,,,,
7636,10/23/2021,VT,,,1/25/2000,,,,,,
7637,10/30/2021,VT,,,1/25/2000,,,,,,
7638,11/6/2021,VT,,,1/25/2000,,,,,,
7639,11/13/2021,VT,,,1/25/2000,,,,,,
7640,11/20/2021,VT,,,1/25/2000,,,,,,
7641,11/27/2021,VT,,,1/25/2000,,,,,,
7642,12/4/2021,VT,,,1/25/2000,,,,,,
7643,12/11/2021,VT,,,1/25/2000,,,,,,
7644,12/18/2021,VT,,,1/25/2000,,,,,,
7645,12/25/2021,VT,,,1/25/2000,,,,,,
7646,1/1/2022,VT,,,1/25/2000,,,,,,
7647,1/8/2022,VT,,,1/25/2000,,,,,,
7648,1/15/2022,VT,,,1/25/2000,,,,,,
7649,1/22/2022,VT,,,1/25/2000,,,,,,
7650,1/29/2022,VT,,,1/25/2000,,,,,,
7651,2/5/2022,VT,,,1/25/2000,,,,,,
7652,2/12/2022,VT,,,1/25/2000,,,,,,
7653,2/19/2022,VT,,,1/25/2000,,,,,,
7654,2/26/2022,VT,,,1/25/2000,,,,,,
7655,3/5/2022,VT,,,1/25/2000,,,,,,
7656,3/12/2022,VT,,,1/25/2000,,,,,,
7657,3/19/2022,VT,,,1/25/2000,,,,,,
7658,3/26/2022,VT,,,1/25/2000,,,,,,
7659,4/2/2022,VT,,,1/25/2000,,,,,,
7660,4/9/2022,VT,,,1/25/2000,,,,,,
7661,4/16/2022,VT,,,1/25/2000,,,,,,
7662,4/23/2022,VT,,,1/25/2000,,,,,,
7663,4/30/2022,VT,,,1/25/2000,,,,,,
7664,5/7/2022,VT,,,1/25/2000,,,,,,
7665,5/14/2022,VT,,,1/25/2000,,,,,,
7666,5/21/2022,VT,,,1/25/2000,,,,,,
7667,5/28/2022,VT,,,1/25/2000,,,,,,
7668,6/4/2022,VT,,,1/25/2000,,,,,,
7669,6/11/2022,VT,,,1/25/2000,,,,,,
7670,6/18/2022,VT,,,1/25/2000,,,,,,
7671,6/25/2022,VT,,,1/25/2000,,,,,,
7672,7/2/2022,VT,,,1/25/2000,,,,,,
7673,7/9/2022,VT,,,1/25/2000,,,,,,
7674,7/16/2022,VT,,,1/25/2000,,,,,,
7675,7/23/2022,VT,,,1/25/2000,,,,,,
7676,7/30/2022,VT,,,1/25/2000,,,,,,
7677,8/6/2022,VT,,,1/25/2000,,,,,,
7678,8/13/2022,VT,,,1/25/2000,,,,,,
7679,8/20/2022,VT,,,1/25/2000,,,,,,
7680,8/27/2022,VT,,,1/25/2000,,,,,,
7681,9/3/2022,VT,,,1/25/2000,,,,,,
7682,9/10/2022,VT,,,1/25/2000,,,,,,
7683,9/17/2022,VT,,,1/25/2000,,,,,,
7684,9/24/2022,VT,,,1/25/2000,,,,,,
7685,10/1/2022,VT,,,1/25/2000,,,,,,
7686,10/8/2022,VT,,,1/25/2000,,,,,,
7687,10/15/2022,VT,,,1/25/2000,,,,,,
7688,10/22/2022,VT,,,1/25/2000,,,,,,
7689,10/29/2022,VT,,,1/25/2000,,,,,,
7690,11/5/2022,VT,,,1/25/2000,,,,,,
7691,11/12/2022,VT,,,1/25/2000,,,,,,
7692,11/19/2022,VT,,,1/25/2000,,,,,,
7693,11/26/2022,VT,,,1/25/2000,,,,,,
7694,12/3/2022,VT,,,1/25/2000,,,,,,
7695,12/10/2022,VT,,,1/25/2000,,,,,,
7696,12/17/2022,VT,,,1/25/2000,,,,,,
7697,12/24/2022,VT,,,1/25/2000,,,,,,
7698,12/31/2022,VT,,,1/25/2000,,,,,,
7699,1/7/2023,VT,,,1/25/2000,,,,,,
7700,1/14/2023,VT,,,1/25/2000,,,,,,
7701,1/21/2023,VT,,,1/25/2000,,,,,,
7702,1/28/2023,VT,,,1/25/2000,,,,,,
7703,2/4/2023,VT,,,1/25/2000,,,,,,
7704,2/11/2023,VT,,,1/25/2000,,,,,,
7705,2/18/2023,VT,,,1/25/2000,,,,,,
7706,2/25/2023,VT,,,1/25/2000,,,,,,
7707,3/4/2023,VT,,,1/25/2000,,,,,,
7708,3/11/2023,VT,,,1/25/2000,,,,,,
7709,1/25/2020,VA,,,1/25/2000,,,,,,
7710,2/1/2020,VA,,,1/25/2000,,,,,,
7711,2/8/2020,VA,,,1/25/2000,,,,,,
7712,2/15/2020,VA,,,1/25/2000,,,,,,
7713,2/22/2020,VA,,,1/25/2000,,,,,,
7714,2/29/2020,VA,,,1/25/2000,,,,,,
7715,3/7/2020,VA,,,1/25/2000,,,,,,
7716,3/14/2020,VA,,,1/25/2000,,,,,,
7717,3/21/2020,VA,,,1/25/2000,,,,,,
7718,3/28/2020,VA,,,1/25/2000,,,,,,
7719,4/4/2020,VA,,,1/25/2000,,,,,,
7720,4/11/2020,VA,,,1/25/2000,,,,,,
7721,4/18/2020,VA,,,1/25/2000,,,,,,
7722,4/25/2020,VA,,,1/25/2000,,,,,,
7723,5/2/2020,VA,,,1/25/2000,,,,,,
7724,5/9/2020,VA,,,1/25/2000,,,,,,
7725,5/16/2020,VA,,,1/25/2000,,,,,,
7726,5/23/2020,VA,,,1/25/2000,,,,,,
7727,5/30/2020,VA,,,1/25/2000,,,,,,
7728,6/6/2020,VA,,,1/25/2000,,,,,,
7729,6/13/2020,VA,,,1/25/2000,,,,,,
7730,6/20/2020,VA,,,1/25/2000,,,,,,
7731,6/27/2020,VA,,,1/25/2000,,,,,,
7732,7/4/2020,VA,,,1/25/2000,,,,,,
7733,7/11/2020,VA,,,1/25/2000,,,,,,
7734,7/18/2020,VA,,,1/25/2000,,,,,,
7735,7/25/2020,VA,,,1/25/2000,,,,,,
7736,8/1/2020,VA,,,1/25/2000,,,,,,
7737,8/8/2020,VA,,,1/25/2000,,,,,,
7738,8/15/2020,VA,,,1/25/2000,,,,,,
7739,8/22/2020,VA,,,1/25/2000,,,,,,
7740,8/29/2020,VA,,,1/25/2000,,,,,,
7741,9/5/2020,VA,,,1/25/2000,,,,,,
7742,9/12/2020,VA,,,1/25/2000,,,,,,
7743,9/19/2020,VA,1,,1/25/2000,Inclusion of backlogged deaths,,,,,
7744,9/26/2020,VA,,,1/25/2000,Inclusion of backlogged deaths,,,,,
7745,10/3/2020,VA,,,1/25/2000,,,,,,
7746,10/10/2020,VA,,,1/25/2000,,,,,,
7747,10/17/2020,VA,,,1/25/2000,,,,,,
7748,10/24/2020,VA,,,1/25/2000,,,,,,
7749,10/31/2020,VA,,,1/25/2000,,,,,,
7750,11/7/2020,VA,,,1/25/2000,,,,,,
7751,11/14/2020,VA,,,1/25/2000,,,,,,
7752,11/21/2020,VA,,,1/25/2000,,,,,,
7753,11/28/2020,VA,,,1/25/2000,,,,,,
7754,12/5/2020,VA,,,1/25/2000,,,,,,
7755,12/12/2020,VA,,,1/25/2000,,,,,,
7756,12/19/2020,VA,,,1/25/2000,,,,,,
7757,12/26/2020,VA,,,1/25/2000,,,,,,
7758,1/2/2021,VA,,,1/25/2000,,,,,,
7759,1/9/2021,VA,,,1/25/2000,,,,,,
7760,1/16/2021,VA,,,1/25/2000,,,,,,
7761,1/23/2021,VA,,,1/25/2000,,,,,,
7762,1/30/2021,VA,,,1/25/2000,,,,,,
7763,2/6/2021,VA,,,1/25/2000,,,,,,
7764,2/13/2021,VA,,,1/25/2000,,,,,,
7765,2/20/2021,VA,,,1/25/2000,,,,,,
7766,2/27/2021,VA,,,1/25/2000,,,,,,
7767,3/6/2021,VA,,,1/25/2000,,,,,,
7768,3/13/2021,VA,,,1/25/2000,,,,,,
7769,3/20/2021,VA,,,1/25/2000,,,,,,
7770,3/27/2021,VA,,,1/25/2000,,,,,,
7771,4/3/2021,VA,,,1/25/2000,,,,,,
7772,4/10/2021,VA,,,1/25/2000,,,,,,
7773,4/17/2021,VA,,,1/25/2000,,,,,,
7774,4/24/2021,VA,,,1/25/2000,,,,,,
7775,5/1/2021,VA,,,1/25/2000,,,,,,
7776,5/8/2021,VA,,,1/25/2000,,,,,,
7777,5/15/2021,VA,,,1/25/2000,,,,,,
7778,5/22/2021,VA,,,1/25/2000,,,,,,
7779,5/29/2021,VA,,,1/25/2000,,,,,,
7780,6/5/2021,VA,,,1/25/2000,,,,,,
7781,6/12/2021,VA,,,1/25/2000,,,,,,
7782,6/19/2021,VA,,,1/25/2000,,,,,,
7783,6/26/2021,VA,,,1/25/2000,,,,,,
7784,7/3/2021,VA,,,1/25/2000,,,,,,
7785,7/10/2021,VA,,,1/25/2000,,,,,,
7786,7/17/2021,VA,,,1/25/2000,,,,,,
7787,7/24/2021,VA,,,1/25/2000,,,,,,
7788,7/31/2021,VA,,,1/25/2000,,,,,,
7789,8/7/2021,VA,,,1/25/2000,,,,,,
7790,8/14/2021,VA,,,1/25/2000,,,,,,
7791,8/21/2021,VA,,,1/25/2000,,,,,,
7792,8/28/2021,VA,,,1/25/2000,,,,,,
7793,9/4/2021,VA,,,1/25/2000,,,,,,
7794,9/11/2021,VA,,,1/25/2000,,,,,,
7795,9/18/2021,VA,,,1/25/2000,,,,,,
7796,9/25/2021,VA,,,1/25/2000,,,,,,
7797,10/2/2021,VA,,,1/25/2000,,,,,,
7798,10/9/2021,VA,,,1/25/2000,,,,,,
7799,10/16/2021,VA,,,1/25/2000,,,,,,
7800,10/23/2021,VA,,,1/25/2000,,,,,,
7801,10/30/2021,VA,,,1/25/2000,,,,,,
7802,11/6/2021,VA,,,1/25/2000,,,,,,
7803,11/13/2021,VA,,,1/25/2000,,,,,,
7804,11/20/2021,VA,,,1/25/2000,,,,,,
7805,11/27/2021,VA,,,1/25/2000,,,,,,
7806,12/4/2021,VA,,,1/25/2000,,,,,,
7807,12/11/2021,VA,,,1/25/2000,,,,,,
7808,12/18/2021,VA,,,1/25/2000,,,,,,
7809,12/25/2021,VA,,,1/25/2000,,,,,,
7810,1/1/2022,VA,,,1/25/2000,,,,,,
7811,1/8/2022,VA,,,1/25/2000,,,,,,
7812,1/15/2022,VA,,,1/25/2000,,,,,,
7813,1/22/2022,VA,,,1/25/2000,,,,,,
7814,1/29/2022,VA,,,1/25/2000,,,,,,
7815,2/5/2022,VA,,,1/25/2000,,,,,,
7816,2/12/2022,VA,,,1/25/2000,,,,,,
7817,2/19/2022,VA,,,1/25/2000,,,,,,
7818,2/26/2022,VA,,,1/25/2000,,,,,,
7819,3/5/2022,VA,,,1/25/2000,,,,,,
7820,3/12/2022,VA,,,1/25/2000,,,,,,
7821,3/19/2022,VA,,,1/25/2000,,,,,,
7822,3/26/2022,VA,,,1/25/2000,,,,,,
7823,4/2/2022,VA,,,1/25/2000,,,,,,
7824,4/9/2022,VA,,,1/25/2000,,,,,,
7825,4/16/2022,VA,,,1/25/2000,,,,,,
7826,4/23/2022,VA,,,1/25/2000,,,,,,
7827,4/30/2022,VA,,,1/25/2000,,,,,,
7828,5/7/2022,VA,,,1/25/2000,,,,,,
7829,5/14/2022,VA,,,1/25/2000,,,,,,
7830,5/21/2022,VA,,,1/25/2000,,,,,,
7831,5/28/2022,VA,,,1/25/2000,,,,,,
7832,6/4/2022,VA,,,1/25/2000,,,,,,
7833,6/11/2022,VA,,,1/25/2000,,,,,,
7834,6/18/2022,VA,,,1/25/2000,,,,,,
7835,6/25/2022,VA,,,1/25/2000,,,,,,
7836,7/2/2022,VA,,,1/25/2000,,,,,,
7837,7/9/2022,VA,,,1/25/2000,,,,,,
7838,7/16/2022,VA,,,1/25/2000,,,,,,
7839,7/23/2022,VA,,,1/25/2000,,,,,,
7840,7/30/2022,VA,,,1/25/2000,,,,,,
7841,8/6/2022,VA,,,1/25/2000,,,,,,
7842,8/13/2022,VA,,,1/25/2000,,,,,,
7843,8/20/2022,VA,,,1/25/2000,,,,,,
7844,8/27/2022,VA,,,1/25/2000,,,,,,
7845,9/3/2022,VA,,,1/25/2000,,,,,,
7846,9/10/2022,VA,,,1/25/2000,,,,,,
7847,9/17/2022,VA,,,1/25/2000,,,,,,
7848,9/24/2022,VA,,,1/25/2000,,,,,,
7849,10/1/2022,VA,,,1/25/2000,,,,,,
7850,10/8/2022,VA,,,1/25/2000,,,,,,
7851,10/15/2022,VA,,,1/25/2000,,,,,,
7852,10/22/2022,VA,,,1/25/2000,,,,,,
7853,10/29/2022,VA,,,1/25/2000,,,,,,
7854,11/5/2022,VA,,,1/25/2000,,,,,,
7855,11/12/2022,VA,,,1/25/2000,,,,,,
7856,11/19/2022,VA,,,1/25/2000,,,,,,
7857,11/26/2022,VA,,,1/25/2000,,,,,,
7858,12/3/2022,VA,,,1/25/2000,,,,,,
7859,12/10/2022,VA,,,1/25/2000,,,,,,
7860,12/17/2022,VA,,,1/25/2000,,,,,,
7861,12/24/2022,VA,,,1/25/2000,,,,,,
7862,12/31/2022,VA,,,1/25/2000,,,,,,
7863,1/7/2023,VA,,,1/25/2000,,,,,,
7864,1/14/2023,VA,,,1/25/2000,,,,,,
7865,1/21/2023,VA,,,1/25/2000,,,,,,
7866,1/28/2023,VA,,,1/25/2000,,,,,,
7867,2/4/2023,VA,,,1/25/2000,,,,,,
7868,2/11/2023,VA,,,1/25/2000,,,,,,
7869,2/18/2023,VA,,,1/25/2000,,,,,,
7870,2/25/2023,VA,,,1/25/2000,,,,,,
7871,3/4/2023,VA,,,1/25/2000,,,,,,
7872,3/11/2023,VA,,,1/25/2000,,,,,,
7873,1/25/2020,WA,,,1/25/2000,,,,,,
7874,2/1/2020,WA,,,1/25/2000,,,,,,
7875,2/8/2020,WA,,,1/25/2000,,,,,,
7876,2/15/2020,WA,,,1/25/2000,,,,,,
7877,2/22/2020,WA,,,1/25/2000,,,,,,
7878,2/29/2020,WA,,,1/25/2000,,,,,,
7879,3/7/2020,WA,,,1/25/2000,,,,,,
7880,3/14/2020,WA,,,1/25/2000,,,,,,
7881,3/21/2020,WA,,,1/25/2000,,,,,,
7882,3/28/2020,WA,,,1/25/2000,,,,,,
7883,4/4/2020,WA,,,1/25/2000,,,,,,
7884,4/11/2020,WA,,,1/25/2000,,,,,,
7885,4/18/2020,WA,,,1/25/2000,,,,,,
7886,4/25/2020,WA,,,1/25/2000,,,,,,
7887,5/2/2020,WA,,,1/25/2000,,,,,,
7888,5/9/2020,WA,,,1/25/2000,,,,,,
7889,5/16/2020,WA,,,1/25/2000,,,,,,
7890,5/23/2020,WA,,,1/25/2000,,,,,,
7891,5/30/2020,WA,,,1/25/2000,,,,,,
7892,6/6/2020,WA,,,1/25/2000,,,,,,
7893,6/13/2020,WA,,,1/25/2000,,,,,,
7894,6/20/2020,WA,,,1/25/2000,,,,,,
7895,6/27/2020,WA,,,1/25/2000,,,,,,
7896,7/4/2020,WA,,,1/25/2000,,,,,,
7897,7/11/2020,WA,,,1/25/2000,,,,,,
7898,7/18/2020,WA,,,1/25/2000,,,,,,
7899,7/25/2020,WA,,,1/25/2000,,,,,,
7900,8/1/2020,WA,,,1/25/2000,,,,,,
7901,8/8/2020,WA,,,1/25/2000,,,,,,
7902,8/15/2020,WA,,,1/25/2000,,,,,,
7903,8/22/2020,WA,,,1/25/2000,,,,,,
7904,8/29/2020,WA,,,1/25/2000,,,,,,
7905,9/5/2020,WA,,,1/25/2000,,,,,,
7906,9/12/2020,WA,,,1/25/2000,,,,,,
7907,9/19/2020,WA,,,1/25/2000,,,,,,
7908,9/26/2020,WA,,,1/25/2000,,,,,,
7909,10/3/2020,WA,,,1/25/2000,,,,,,
7910,10/10/2020,WA,,,1/25/2000,,,,,,
7911,10/17/2020,WA,,,1/25/2000,,,,,,
7912,10/24/2020,WA,,,1/25/2000,,,,,,
7913,10/31/2020,WA,,,1/25/2000,,,,,,
7914,11/7/2020,WA,,,1/25/2000,,,,,,
7915,11/14/2020,WA,,,1/25/2000,,,,,,
7916,11/21/2020,WA,,,1/25/2000,,,,,,
7917,11/28/2020,WA,,,1/25/2000,,,,,,
7918,12/5/2020,WA,,,1/25/2000,,,,,,
7919,12/12/2020,WA,,,1/25/2000,,,,,,
7920,12/19/2020,WA,,,1/25/2000,,,,,,
7921,12/26/2020,WA,,,1/25/2000,,,,,,
7922,1/2/2021,WA,,,1/25/2000,,,,,,
7923,1/9/2021,WA,,,1/25/2000,,,,,,
7924,1/16/2021,WA,,,1/25/2000,,,,,,
7925,1/23/2021,WA,,,1/25/2000,,,,,,
7926,1/30/2021,WA,,,1/25/2000,,,,,,
7927,2/6/2021,WA,,,1/25/2000,,,,,,
7928,2/13/2021,WA,,,1/25/2000,,,,,,
7929,2/20/2021,WA,,,1/25/2000,,,,,,
7930,2/27/2021,WA,,,1/25/2000,,,,,,
7931,3/6/2021,WA,,,1/25/2000,,,,,,
7932,3/13/2021,WA,,,1/25/2000,,,,,,
7933,3/20/2021,WA,,,1/25/2000,,,,,,
7934,3/27/2021,WA,,,1/25/2000,,,,,,
7935,4/3/2021,WA,,,1/25/2000,,,,,,
7936,4/10/2021,WA,,,1/25/2000,,,,,,
7937,4/17/2021,WA,,,1/25/2000,,,,,,
7938,4/24/2021,WA,,,1/25/2000,,,,,,
7939,5/1/2021,WA,,,1/25/2000,,,,,,
7940,5/8/2021,WA,,,1/25/2000,,,,,,
7941,5/15/2021,WA,,,1/25/2000,,,,,,
7942,5/22/2021,WA,,,1/25/2000,,,,,,
7943,5/29/2021,WA,,,1/25/2000,,,,,,
7944,6/5/2021,WA,,,1/25/2000,,,,,,
7945,6/12/2021,WA,,,1/25/2000,,,,,,
7946,6/19/2021,WA,,,1/25/2000,,,,,,
7947,6/26/2021,WA,,,1/25/2000,,,,,,
7948,7/3/2021,WA,,,1/25/2000,,,,,,
7949,7/10/2021,WA,,,1/25/2000,,,,,,
7950,7/17/2021,WA,,,1/25/2000,,,,,,
7951,7/24/2021,WA,,,1/25/2000,,,,,,
7952,7/31/2021,WA,,,1/25/2000,,,,,,
7953,8/7/2021,WA,,,1/25/2000,,,,,,
7954,8/14/2021,WA,,,1/25/2000,,,,,,
7955,8/21/2021,WA,,,1/25/2000,,,,,,
7956,8/28/2021,WA,,,1/25/2000,,,,,,
7957,9/4/2021,WA,,,1/25/2000,,,,,,
7958,9/11/2021,WA,,,1/25/2000,,,,,,
7959,9/18/2021,WA,,,1/25/2000,,,,,,
7960,9/25/2021,WA,,,1/25/2000,,,,,,
7961,10/2/2021,WA,,,1/25/2000,,,,,,
7962,10/9/2021,WA,,,1/25/2000,,,,,,
7963,10/16/2021,WA,,,1/25/2000,,,,,,
7964,10/23/2021,WA,,,1/25/2000,,,,,,
7965,10/30/2021,WA,,,1/25/2000,,,,,,
7966,11/6/2021,WA,,,1/25/2000,,,,,,
7967,11/13/2021,WA,,,1/25/2000,,,,,,
7968,11/20/2021,WA,,,1/25/2000,,,,,,
7969,11/27/2021,WA,,,1/25/2000,,,,,,
7970,12/4/2021,WA,,,1/25/2000,,,,,,
7971,12/11/2021,WA,,,1/25/2000,,,,,,
7972,12/18/2021,WA,,,1/25/2000,,,,,,
7973,12/25/2021,WA,,,1/25/2000,,,,,,
7974,1/1/2022,WA,,,1/25/2000,,,,,,
7975,1/8/2022,WA,,,1/25/2000,,,,,,
7976,1/15/2022,WA,,,1/25/2000,,,,,,
7977,1/22/2022,WA,,,1/25/2000,,,,,,
7978,1/29/2022,WA,,,1/25/2000,,,,,,
7979,2/5/2022,WA,,,1/25/2000,,,,,,
7980,2/12/2022,WA,,,1/25/2000,,,,,,
7981,2/19/2022,WA,,,1/25/2000,,,,,,
7982,2/26/2022,WA,,,1/25/2000,,,,,,
7983,3/5/2022,WA,,,1/25/2000,,,,,,
7984,3/12/2022,WA,,,1/25/2000,,,,,,
