state,USPS,datew,incidD,date,out,no,back_date
Idaho,ID,11/5/2022,9,11/5/2022,0,,
Idaho,ID,11/12/2022,12,11/12/2022,0,,
Idaho,ID,11/19/2022,9,11/19/2022,0,,
Idaho,ID,11/26/2022,5,11/26/2022,0,,
Idaho,ID,12/3/2022,17,12/3/2022,0,,
Idaho,ID,12/10/2022,12,12/10/2022,0,,
Idaho,ID,12/17/2022,7,12/17/2022,0,,
Idaho,ID,12/24/2022,16,12/24/2022,0,,
Idaho,ID,12/31/2022,13,12/31/2022,0,,
Idaho,ID,1/7/2023,4,1/7/2023,0,,
Idaho,ID,1/14/2023,19,1/14/2023,0,,
Idaho,ID,1/21/2023,5,1/21/2023,0,,
Idaho,ID,1/28/2023,13,1/28/2023,0,,
Idaho,ID,2/4/2023,16,2/4/2023,0,,
Idaho,ID,2/11/2023,5,2/11/2023,0,,
Idaho,ID,2/18/2023,11,2/18/2023,0,,
Idaho,ID,2/25/2023,4,2/25/2023,0,,
Idaho,ID,3/4/2023,6,3/4/2023,0,,
Idaho,ID,3/11/2023,17,3/11/2023,0,,
Illinois,IL,1/25/2020,0,1/25/2020,0,,
Illinois,IL,2/1/2020,0,2/1/2020,0,,
Illinois,IL,2/8/2020,0,2/8/2020,0,,
Illinois,IL,2/15/2020,0,2/15/2020,0,,
Illinois,IL,2/22/2020,0,2/22/2020,0,,
Illinois,IL,2/29/2020,0,2/29/2020,0,,
Illinois,IL,3/7/2020,0,3/7/2020,0,,
Illinois,IL,3/14/2020,0,3/14/2020,0,,
Illinois,IL,3/21/2020,6,3/21/2020,0,,
Illinois,IL,3/28/2020,41,3/28/2020,0,,
Illinois,IL,4/4/2020,197,4/4/2020,0,,
Illinois,IL,4/11/2020,433,4/11/2020,0,,
Illinois,IL,4/18/2020,582,4/18/2020,0,,
Illinois,IL,4/25/2020,616,4/25/2020,0,,
Illinois,IL,5/2/2020,684,5/2/2020,0,,
Illinois,IL,5/9/2020,790,5/9/2020,0,,
Illinois,IL,5/16/2020,780,5/16/2020,0,,
Illinois,IL,5/23/2020,661,5/23/2020,0,,
Illinois,IL,5/30/2020,540,5/30/2020,0,,
Illinois,IL,6/6/2020,534,6/6/2020,0,,
Illinois,IL,6/13/2020,425,6/13/2020,0,,
Illinois,IL,6/20/2020,336,6/20/2020,0,,
Illinois,IL,6/27/2020,248,6/27/2020,0,,
Illinois,IL,7/4/2020,141,7/4/2020,0,,
Illinois,IL,7/11/2020,355,7/11/2020,0,,
Illinois,IL,7/18/2020,114,7/18/2020,0,,
Illinois,IL,7/25/2020,106,7/25/2020,0,,
Illinois,IL,8/1/2020,111,8/1/2020,0,,
Illinois,IL,8/8/2020,140,8/8/2020,0,,
Illinois,IL,8/15/2020,97,8/15/2020,0,,
Illinois,IL,8/22/2020,146,8/22/2020,0,,
Illinois,IL,8/29/2020,134,8/29/2020,0,,
Illinois,IL,9/5/2020,168,9/5/2020,0,,
Illinois,IL,9/12/2020,142,9/12/2020,0,,
Illinois,IL,9/19/2020,145,9/19/2020,0,,
Illinois,IL,9/26/2020,160,9/26/2020,0,,
Illinois,IL,10/3/2020,191,10/3/2020,0,,
Illinois,IL,10/10/2020,198,10/10/2020,0,,
Illinois,IL,10/17/2020,231,10/17/2020,0,,
Illinois,IL,10/24/2020,299,10/24/2020,0,,
Illinois,IL,10/31/2020,289,10/31/2020,0,,
Illinois,IL,11/7/2020,448,11/7/2020,0,,
Illinois,IL,11/14/2020,600,11/14/2020,0,,
Illinois,IL,11/21/2020,864,11/21/2020,0,,
Illinois,IL,11/28/2020,886,11/28/2020,0,,
Illinois,IL,12/5/2020,1179,12/5/2020,0,,
Illinois,IL,12/12/2020,1215,12/12/2020,0,,
Illinois,IL,12/19/2020,1094,12/19/2020,0,,
Illinois,IL,12/26/2020,898,12/26/2020,0,,
Illinois,IL,1/2/2021,993,1/2/2021,0,,
Illinois,IL,1/9/2021,993,1/9/2021,0,,
Illinois,IL,1/16/2021,810,1/16/2021,0,,
Illinois,IL,1/23/2021,625,1/23/2021,0,,
Illinois,IL,1/30/2021,568,1/30/2021,0,,
Illinois,IL,2/6/2021,463,2/6/2021,0,,
Illinois,IL,2/13/2021,411,2/13/2021,0,,
Illinois,IL,2/20/2021,339,2/20/2021,0,,
Illinois,IL,2/27/2021,284,2/27/2021,0,,
Illinois,IL,3/6/2021,293,3/6/2021,0,,
Illinois,IL,3/13/2021,186,3/13/2021,0,,
Illinois,IL,3/20/2021,140,3/20/2021,0,,
Illinois,IL,3/27/2021,169,3/27/2021,0,,
Illinois,IL,4/3/2021,137,4/3/2021,0,,
Illinois,IL,4/10/2021,142,4/10/2021,0,,
Illinois,IL,4/17/2021,168,4/17/2021,0,,
Illinois,IL,4/24/2021,169,4/24/2021,0,,
Illinois,IL,5/1/2021,216,5/1/2021,0,,
Illinois,IL,5/8/2021,216,5/8/2021,0,,
Illinois,IL,5/15/2021,224,5/15/2021,0,,
Illinois,IL,5/22/2021,206,5/22/2021,0,,
Illinois,IL,5/29/2021,190,5/29/2021,0,,
Illinois,IL,6/5/2021,148,6/5/2021,0,,
Illinois,IL,6/12/2021,155,6/12/2021,0,,
Illinois,IL,6/19/2021,97,6/19/2021,0,,
Illinois,IL,6/26/2021,72,6/26/2021,0,,
Illinois,IL,7/3/2021,60,7/3/2021,0,,
Illinois,IL,7/10/2021,60,7/10/2021,0,,
Illinois,IL,7/17/2021,66,7/17/2021,0,,
Illinois,IL,7/24/2021,47,7/24/2021,0,,
Illinois,IL,7/31/2021,49,7/31/2021,0,,
Illinois,IL,8/7/2021,76,8/7/2021,0,,
Illinois,IL,8/14/2021,102,8/14/2021,0,,
Illinois,IL,8/21/2021,133,8/21/2021,0,,
Illinois,IL,8/28/2021,197,8/28/2021,0,,
Illinois,IL,9/4/2021,212,9/4/2021,0,,
Illinois,IL,9/11/2021,231,9/11/2021,0,,
Illinois,IL,9/18/2021,330,9/18/2021,0,,
Illinois,IL,9/25/2021,265,9/25/2021,0,,
Illinois,IL,10/2/2021,274,10/2/2021,0,,
Illinois,IL,10/9/2021,251,10/9/2021,0,,
Illinois,IL,10/16/2021,232,10/16/2021,0,,
Illinois,IL,10/23/2021,217,10/23/2021,0,,
Illinois,IL,10/30/2021,206,10/30/2021,0,,
Illinois,IL,11/6/2021,212,11/6/2021,0,,
Illinois,IL,11/13/2021,154,11/13/2021,0,,
Illinois,IL,11/20/2021,171,11/20/2021,0,,
Illinois,IL,11/27/2021,101,11/27/2021,0,,
Illinois,IL,12/4/2021,263,12/4/2021,0,,
Illinois,IL,12/11/2021,321,12/11/2021,0,,
Illinois,IL,12/18/2021,360,12/18/2021,0,,
Illinois,IL,12/25/2021,364,12/25/2021,0,,
Illinois,IL,1/1/2022,451,1/1/2022,0,,
Illinois,IL,1/8/2022,643,1/8/2022,0,,
Illinois,IL,1/15/2022,872,1/15/2022,0,,
Illinois,IL,1/22/2022,914,1/22/2022,0,,
Illinois,IL,1/29/2022,993,1/29/2022,0,,
Illinois,IL,2/5/2022,718,2/5/2022,0,,
Illinois,IL,2/12/2022,568,2/12/2022,0,,
Illinois,IL,2/19/2022,635,2/19/2022,0,,
Illinois,IL,2/26/2022,432,2/26/2022,0,,
Illinois,IL,3/5/2022,316,3/5/2022,0,,
Illinois,IL,3/12/2022,202,3/12/2022,0,,
Illinois,IL,3/19/2022,149,3/19/2022,0,,
Illinois,IL,3/26/2022,130,3/26/2022,0,,
Illinois,IL,4/2/2022,95,4/2/2022,0,,
Illinois,IL,4/9/2022,80,4/9/2022,0,,
Illinois,IL,4/16/2022,51,4/16/2022,0,,
Illinois,IL,4/23/2022,50,4/23/2022,0,,
Illinois,IL,4/30/2022,44,4/30/2022,0,,
Illinois,IL,5/7/2022,63,5/7/2022,0,,
Illinois,IL,5/14/2022,49,5/14/2022,0,,
Illinois,IL,5/21/2022,63,5/21/2022,0,,
Illinois,IL,5/28/2022,59,5/28/2022,0,,
Illinois,IL,6/4/2022,61,6/4/2022,0,,
Illinois,IL,6/11/2022,113,6/11/2022,0,,
Illinois,IL,6/18/2022,121,6/18/2022,0,,
Illinois,IL,6/25/2022,100,6/25/2022,0,,
Illinois,IL,7/2/2022,91,7/2/2022,0,,
Illinois,IL,7/9/2022,59,7/9/2022,0,,
Illinois,IL,7/16/2022,77,7/16/2022,0,,
Illinois,IL,7/23/2022,75,7/23/2022,0,,
Illinois,IL,7/30/2022,70,7/30/2022,0,,
Illinois,IL,8/6/2022,84,8/6/2022,0,,
Illinois,IL,8/13/2022,142,8/13/2022,0,,
Illinois,IL,8/20/2022,72,8/20/2022,0,,
Illinois,IL,8/27/2022,104,8/27/2022,0,,
Illinois,IL,9/3/2022,86,9/3/2022,0,,
Illinois,IL,9/10/2022,75,9/10/2022,0,,
Illinois,IL,9/17/2022,91,9/17/2022,0,,
Illinois,IL,9/24/2022,88,9/24/2022,0,,
Illinois,IL,10/1/2022,74,10/1/2022,0,,
Illinois,IL,10/8/2022,79,10/8/2022,0,,
Illinois,IL,10/15/2022,66,10/15/2022,0,,
Illinois,IL,10/22/2022,56,10/22/2022,0,,
Illinois,IL,10/29/2022,83,10/29/2022,0,,
Illinois,IL,11/5/2022,76,11/5/2022,0,,
Illinois,IL,11/12/2022,51,11/12/2022,0,,
Illinois,IL,11/19/2022,89,11/19/2022,0,,
Illinois,IL,11/26/2022,49,11/26/2022,0,,
Illinois,IL,12/3/2022,92,12/3/2022,0,,
Illinois,IL,12/10/2022,67,12/10/2022,0,,
Illinois,IL,12/17/2022,96,12/17/2022,0,,
Illinois,IL,12/24/2022,108,12/24/2022,0,,
Illinois,IL,12/31/2022,68,12/31/2022,0,,
Illinois,IL,1/7/2023,69,1/7/2023,0,,
Illinois,IL,1/14/2023,0,1/14/2023,0,,
Illinois,IL,1/21/2023,233,1/21/2023,0,,
Illinois,IL,1/28/2023,108,1/28/2023,0,,
Illinois,IL,2/4/2023,92,2/4/2023,0,,
Illinois,IL,2/11/2023,81,2/11/2023,0,,
Illinois,IL,2/18/2023,74,2/18/2023,0,,
Illinois,IL,2/25/2023,44,2/25/2023,0,,
Illinois,IL,3/4/2023,64,3/4/2023,0,,
Illinois,IL,3/11/2023,53,3/11/2023,0,,
Indiana,IN,1/25/2020,0,1/25/2020,0,,
Indiana,IN,2/1/2020,0,2/1/2020,0,,
Indiana,IN,2/8/2020,0,2/8/2020,0,,
Indiana,IN,2/15/2020,0,2/15/2020,0,,
Indiana,IN,2/22/2020,0,2/22/2020,0,,
Indiana,IN,2/29/2020,0,2/29/2020,0,,
Indiana,IN,3/7/2020,0,3/7/2020,0,,
Indiana,IN,3/14/2020,0,3/14/2020,0,,
Indiana,IN,3/21/2020,13,3/21/2020,0,,
Indiana,IN,3/28/2020,45,3/28/2020,0,,
Indiana,IN,4/4/2020,155,4/4/2020,0,,
Indiana,IN,4/11/2020,206,4/11/2020,0,,
Indiana,IN,4/18/2020,246,4/18/2020,0,,
Indiana,IN,4/25/2020,293,4/25/2020,0,,
Indiana,IN,5/2/2020,284,5/2/2020,0,,
Indiana,IN,5/9/2020,253,5/9/2020,0,,
Indiana,IN,5/16/2020,250,5/16/2020,0,,
Indiana,IN,5/23/2020,215,5/23/2020,0,,
Indiana,IN,5/30/2020,136,5/30/2020,0,,
Indiana,IN,6/6/2020,137,6/6/2020,0,,
Indiana,IN,6/13/2020,118,6/13/2020,0,,
Indiana,IN,6/20/2020,114,6/20/2020,0,,
Indiana,IN,6/27/2020,76,6/27/2020,0,,
Indiana,IN,7/4/2020,66,7/4/2020,0,,
Indiana,IN,7/11/2020,74,7/11/2020,0,,
Indiana,IN,7/18/2020,67,7/18/2020,0,,
Indiana,IN,7/25/2020,77,7/25/2020,0,,
Indiana,IN,8/1/2020,74,8/1/2020,0,,
Indiana,IN,8/8/2020,75,8/8/2020,0,,
Indiana,IN,8/15/2020,94,8/15/2020,0,,
Indiana,IN,8/22/2020,96,8/22/2020,0,,
Indiana,IN,8/29/2020,77,8/29/2020,0,,
Indiana,IN,9/5/2020,70,9/5/2020,0,,
Indiana,IN,9/12/2020,81,9/12/2020,0,,
Indiana,IN,9/19/2020,89,9/19/2020,0,,
Indiana,IN,9/26/2020,100,9/26/2020,0,,
Indiana,IN,10/3/2020,124,10/3/2020,0,,
Indiana,IN,10/10/2020,126,10/10/2020,0,,
Indiana,IN,10/17/2020,194,10/17/2020,0,,
Indiana,IN,10/24/2020,209,10/24/2020,0,,
Indiana,IN,10/31/2020,270,10/31/2020,0,,
Indiana,IN,11/7/2020,324,11/7/2020,0,,
Indiana,IN,11/14/2020,363,11/14/2020,0,,
Indiana,IN,11/21/2020,506,11/21/2020,0,,
Indiana,IN,11/28/2020,573,11/28/2020,0,,
Indiana,IN,12/5/2020,629,12/5/2020,0,,
Indiana,IN,12/12/2020,701,12/12/2020,0,,
Indiana,IN,12/19/2020,694,12/19/2020,0,,
Indiana,IN,12/26/2020,610,12/26/2020,0,,
Indiana,IN,1/2/2021,658,1/2/2021,0,,
Indiana,IN,1/9/2021,527,1/9/2021,0,,
Indiana,IN,1/16/2021,445,1/16/2021,0,,
Indiana,IN,1/23/2021,416,1/23/2021,0,,
Indiana,IN,1/30/2021,312,1/30/2021,0,,
Indiana,IN,2/6/2021,490,2/6/2021,0,,
Indiana,IN,2/13/2021,397,2/13/2021,0,,
Indiana,IN,2/20/2021,187,2/20/2021,0,,
Indiana,IN,2/27/2021,220,2/27/2021,0,,
Indiana,IN,3/6/2021,170,3/6/2021,0,,
Indiana,IN,3/13/2021,120,3/13/2021,0,,
Indiana,IN,3/20/2021,80,3/20/2021,0,,
Indiana,IN,3/27/2021,85,3/27/2021,0,,
Indiana,IN,4/3/2021,63,4/3/2021,0,,
Indiana,IN,4/10/2021,64,4/10/2021,0,,
Indiana,IN,4/17/2021,78,4/17/2021,0,,
Indiana,IN,4/24/2021,55,4/24/2021,0,,
Indiana,IN,5/1/2021,67,5/1/2021,0,,
Indiana,IN,5/8/2021,67,5/8/2021,0,,
Indiana,IN,5/15/2021,66,5/15/2021,0,,
Indiana,IN,5/22/2021,82,5/22/2021,0,,
Indiana,IN,5/29/2021,62,5/29/2021,0,,
Indiana,IN,6/5/2021,70,6/5/2021,0,,
Indiana,IN,6/12/2021,60,6/12/2021,0,,
Indiana,IN,6/19/2021,50,6/19/2021,0,,
Indiana,IN,6/26/2021,27,6/26/2021,0,,
Indiana,IN,7/3/2021,41,7/3/2021,0,,
Indiana,IN,7/10/2021,51,7/10/2021,0,,
Indiana,IN,7/17/2021,26,7/17/2021,0,,
Indiana,IN,7/24/2021,27,7/24/2021,0,,
Indiana,IN,7/31/2021,40,7/31/2021,0,,
Indiana,IN,8/7/2021,49,8/7/2021,0,,
Indiana,IN,8/14/2021,74,8/14/2021,0,,
Indiana,IN,8/21/2021,100,8/21/2021,0,,
Indiana,IN,8/28/2021,145,8/28/2021,0,,
Indiana,IN,9/4/2021,197,9/4/2021,0,,
Indiana,IN,9/11/2021,213,9/11/2021,0,,
Indiana,IN,9/18/2021,300,9/18/2021,0,,
Indiana,IN,9/25/2021,294,9/25/2021,0,,
Indiana,IN,10/2/2021,309,10/2/2021,0,,
Indiana,IN,10/9/2021,296,10/9/2021,0,,
Indiana,IN,10/16/2021,263,10/16/2021,0,,
Indiana,IN,10/23/2021,225,10/23/2021,0,,
Indiana,IN,10/30/2021,213,10/30/2021,0,,
Indiana,IN,11/6/2021,215,11/6/2021,0,,
Indiana,IN,11/13/2021,190,11/13/2021,0,,
Indiana,IN,11/20/2021,159,11/20/2021,0,,
Indiana,IN,11/27/2021,139,11/27/2021,0,,
Indiana,IN,12/4/2021,326,12/4/2021,0,,
Indiana,IN,12/11/2021,302,12/11/2021,0,,
Indiana,IN,12/18/2021,371,12/18/2021,0,,
Indiana,IN,12/25/2021,311,12/25/2021,0,,
Indiana,IN,1/1/2022,341,1/1/2022,0,,
Indiana,IN,1/8/2022,577,1/8/2022,0,,
Indiana,IN,1/15/2022,612,1/15/2022,0,,
Indiana,IN,1/22/2022,525,1/22/2022,0,,
Indiana,IN,1/29/2022,550,1/29/2022,0,,
Indiana,IN,2/5/2022,411,2/5/2022,0,,
Indiana,IN,2/12/2022,424,2/12/2022,0,,
Indiana,IN,2/19/2022,393,2/19/2022,0,,
Indiana,IN,2/26/2022,271,2/26/2022,0,,
Indiana,IN,3/5/2022,202,3/5/2022,0,,
Indiana,IN,3/12/2022,162,3/12/2022,0,,
Indiana,IN,3/19/2022,126,3/19/2022,0,,
Indiana,IN,3/26/2022,66,3/26/2022,0,,
Indiana,IN,4/2/2022,75,4/2/2022,0,,
Indiana,IN,4/9/2022,53,4/9/2022,0,,
Indiana,IN,4/16/2022,25,4/16/2022,0,,
Indiana,IN,4/23/2022,40,4/23/2022,0,,
Indiana,IN,4/30/2022,38,4/30/2022,0,,
Indiana,IN,5/7/2022,27,5/7/2022,0,,
Indiana,IN,5/14/2022,22,5/14/2022,0,,
Indiana,IN,5/21/2022,45,5/21/2022,0,,
Indiana,IN,5/28/2022,19,5/28/2022,0,,
Indiana,IN,6/4/2022,40,6/4/2022,0,,
Indiana,IN,6/11/2022,38,6/11/2022,0,,
Indiana,IN,6/18/2022,28,6/18/2022,0,,
Indiana,IN,6/25/2022,49,6/25/2022,0,,
Indiana,IN,7/2/2022,27,7/2/2022,0,,
Indiana,IN,7/9/2022,66,7/9/2022,0,,
Indiana,IN,7/16/2022,52,7/16/2022,0,,
Indiana,IN,7/23/2022,61,7/23/2022,0,,
Indiana,IN,7/30/2022,45,7/30/2022,0,,
Indiana,IN,8/6/2022,78,8/6/2022,0,,
Indiana,IN,8/13/2022,78,8/13/2022,0,,
Indiana,IN,8/20/2022,77,8/20/2022,0,,
Indiana,IN,8/27/2022,72,8/27/2022,0,,
Indiana,IN,9/3/2022,72,9/3/2022,0,,
Indiana,IN,9/10/2022,66,9/10/2022,0,,
Indiana,IN,9/17/2022,56,9/17/2022,0,,
Indiana,IN,9/24/2022,65,9/24/2022,0,,
Indiana,IN,10/1/2022,38,10/1/2022,0,,
Indiana,IN,10/8/2022,40,10/8/2022,0,,
Indiana,IN,10/15/2022,68,10/15/2022,0,,
Indiana,IN,10/22/2022,47,10/22/2022,0,,
Indiana,IN,10/29/2022,37,10/29/2022,0,,
Indiana,IN,11/5/2022,50,11/5/2022,0,,
Indiana,IN,11/12/2022,63,11/12/2022,0,,
Indiana,IN,11/19/2022,66,11/19/2022,0,,
Indiana,IN,11/26/2022,59,11/26/2022,0,,
Indiana,IN,12/3/2022,26,12/3/2022,0,,
Indiana,IN,12/10/2022,66,12/10/2022,0,,
Indiana,IN,12/17/2022,73,12/17/2022,0,,
Indiana,IN,12/24/2022,0,12/24/2022,0,,
Indiana,IN,12/31/2022,61,12/31/2022,0,,
Indiana,IN,1/7/2023,106,1/7/2023,0,,
Indiana,IN,1/14/2023,252,1/14/2023,0,,
Indiana,IN,1/21/2023,74,1/21/2023,0,,
Indiana,IN,1/28/2023,65,1/28/2023,0,,
Indiana,IN,2/4/2023,41,2/4/2023,0,,
Indiana,IN,2/11/2023,57,2/11/2023,0,,
Indiana,IN,2/18/2023,39,2/18/2023,0,,
Indiana,IN,2/25/2023,47,2/25/2023,0,,
Indiana,IN,3/4/2023,46,3/4/2023,0,,
Indiana,IN,3/11/2023,24,3/11/2023,0,,
Iowa,IA,1/25/2020,0,1/25/2020,0,,
Iowa,IA,2/1/2020,0,2/1/2020,0,,
Iowa,IA,2/8/2020,0,2/8/2020,0,,
Iowa,IA,2/15/2020,0,2/15/2020,0,,
Iowa,IA,2/22/2020,0,2/22/2020,0,,
Iowa,IA,2/29/2020,0,2/29/2020,0,,
Iowa,IA,3/7/2020,0,3/7/2020,0,,
Iowa,IA,3/14/2020,0,3/14/2020,0,,
Iowa,IA,3/21/2020,0,3/21/2020,0,,
Iowa,IA,3/28/2020,3,3/28/2020,0,,
Iowa,IA,4/4/2020,11,4/4/2020,0,,
Iowa,IA,4/11/2020,20,4/11/2020,0,,
Iowa,IA,4/18/2020,40,4/18/2020,0,,
Iowa,IA,4/25/2020,38,4/25/2020,0,,
Iowa,IA,5/2/2020,63,5/2/2020,0,,
Iowa,IA,5/9/2020,77,5/9/2020,0,,
Iowa,IA,5/16/2020,94,5/16/2020,0,,
Iowa,IA,5/23/2020,100,5/23/2020,0,,
Iowa,IA,5/30/2020,85,5/30/2020,0,,
Iowa,IA,6/6/2020,68,6/6/2020,0,,
Iowa,IA,6/13/2020,51,6/13/2020,0,,
Iowa,IA,6/20/2020,31,6/20/2020,0,,
Iowa,IA,6/27/2020,23,6/27/2020,0,,
Iowa,IA,7/4/2020,17,7/4/2020,0,,
Iowa,IA,7/11/2020,27,7/11/2020,0,,
Iowa,IA,7/18/2020,41,7/18/2020,0,,
Iowa,IA,7/25/2020,37,7/25/2020,0,,
Iowa,IA,8/1/2020,48,8/1/2020,0,,
Iowa,IA,8/8/2020,53,8/8/2020,0,,
Iowa,IA,8/15/2020,48,8/15/2020,0,,
Iowa,IA,8/22/2020,58,8/22/2020,0,,
Iowa,IA,8/29/2020,83,8/29/2020,0,,
Iowa,IA,9/5/2020,64,9/5/2020,0,,
Iowa,IA,9/12/2020,54,9/12/2020,0,,
Iowa,IA,9/19/2020,47,9/19/2020,0,,
Iowa,IA,9/26/2020,49,9/26/2020,0,,
Iowa,IA,10/3/2020,67,10/3/2020,0,,
Iowa,IA,10/10/2020,78,10/10/2020,0,,
Iowa,IA,10/17/2020,69,10/17/2020,0,,
Iowa,IA,10/24/2020,106,10/24/2020,0,,
Iowa,IA,10/31/2020,82,10/31/2020,0,,
Iowa,IA,11/7/2020,126,11/7/2020,0,,
Iowa,IA,11/14/2020,143,11/14/2020,0,,
Iowa,IA,11/21/2020,206,11/21/2020,0,,
Iowa,IA,11/28/2020,184,11/28/2020,0,,
Iowa,IA,12/5/2020,307,12/5/2020,0,,
Iowa,IA,12/12/2020,526,12/12/2020,1,469,
Iowa,IA,12/19/2020,324,12/19/2020,0,,
Iowa,IA,12/26/2020,211,12/26/2020,0,,
Iowa,IA,1/2/2021,203,1/2/2021,0,,
Iowa,IA,1/9/2021,181,1/9/2021,0,,
Iowa,IA,1/16/2021,194,1/16/2021,0,,
Iowa,IA,1/23/2021,165,1/23/2021,0,,
Iowa,IA,1/30/2021,165,1/30/2021,0,,
Iowa,IA,2/6/2021,457,2/6/2021,0,,
Iowa,IA,2/13/2021,128,2/13/2021,0,,
Iowa,IA,2/20/2021,100,2/20/2021,0,,
Iowa,IA,2/27/2021,134,2/27/2021,0,,
Iowa,IA,3/6/2021,82,3/6/2021,0,,
Iowa,IA,3/13/2021,81,3/13/2021,0,,
Iowa,IA,3/20/2021,41,3/20/2021,0,,
Iowa,IA,3/27/2021,44,3/27/2021,0,,
Iowa,IA,4/3/2021,104,4/3/2021,1,,
Iowa,IA,4/10/2021,35,4/10/2021,0,,
Iowa,IA,4/17/2021,24,4/17/2021,0,,
Iowa,IA,4/24/2021,46,4/24/2021,0,,
Iowa,IA,5/1/2021,25,5/1/2021,0,,
Iowa,IA,5/8/2021,32,5/8/2021,0,,
Iowa,IA,5/15/2021,16,5/15/2021,0,,
Iowa,IA,5/22/2021,35,5/22/2021,0,,
Iowa,IA,5/29/2021,20,5/29/2021,0,,
Iowa,IA,6/5/2021,13,6/5/2021,0,,
Iowa,IA,6/12/2021,31,6/12/2021,0,,
Iowa,IA,6/19/2021,13,6/19/2021,0,,
Iowa,IA,6/26/2021,19,6/26/2021,0,,
Iowa,IA,7/3/2021,15,7/3/2021,0,,
Iowa,IA,7/10/2021,3,7/10/2021,0,,
Iowa,IA,7/17/2021,9,7/17/2021,0,,
Iowa,IA,7/24/2021,12,7/24/2021,0,,
Iowa,IA,7/31/2021,13,7/31/2021,0,,
Iowa,IA,8/7/2021,10,8/7/2021,0,,
Iowa,IA,8/14/2021,17,8/14/2021,0,,
Iowa,IA,8/21/2021,16,8/21/2021,0,,
Iowa,IA,8/28/2021,42,8/28/2021,0,,
Iowa,IA,9/4/2021,39,9/4/2021,0,,
Iowa,IA,9/11/2021,30,9/11/2021,0,,
Iowa,IA,9/18/2021,64,9/18/2021,0,,
Iowa,IA,9/25/2021,82,9/25/2021,0,,
Iowa,IA,10/2/2021,80,10/2/2021,0,,
Iowa,IA,10/9/2021,91,10/9/2021,0,,
Iowa,IA,10/16/2021,94,10/16/2021,0,,
Iowa,IA,10/23/2021,100,10/23/2021,0,,
Iowa,IA,10/30/2021,117,10/30/2021,0,,
Iowa,IA,11/6/2021,104,11/6/2021,0,,
Iowa,IA,11/13/2021,97,11/13/2021,0,,
Iowa,IA,11/20/2021,102,11/20/2021,0,,
Iowa,IA,11/27/2021,86,11/27/2021,0,,
Iowa,IA,12/4/2021,91,12/4/2021,0,,
Iowa,IA,12/11/2021,105,12/11/2021,0,,
Iowa,IA,12/18/2021,130,12/18/2021,0,,
Iowa,IA,12/25/2021,119,12/25/2021,0,,
Iowa,IA,1/1/2022,59,1/1/2022,0,,
Iowa,IA,1/8/2022,161,1/8/2022,0,,
Iowa,IA,1/15/2022,182,1/15/2022,0,,
Iowa,IA,1/22/2022,116,1/22/2022,0,,
Iowa,IA,1/29/2022,184,1/29/2022,0,,
Iowa,IA,2/5/2022,156,2/5/2022,0,,
Iowa,IA,2/12/2022,172,2/12/2022,0,,
Iowa,IA,2/19/2022,119,2/19/2022,0,,
Iowa,IA,2/26/2022,137,2/26/2022,0,,
Iowa,IA,3/5/2022,86,3/5/2022,0,,
Iowa,IA,3/12/2022,91,3/12/2022,0,,
Iowa,IA,3/19/2022,87,3/19/2022,0,,
Iowa,IA,3/26/2022,53,3/26/2022,0,,
Iowa,IA,4/2/2022,43,4/2/2022,0,,
Iowa,IA,4/9/2022,9,4/9/2022,0,,
Iowa,IA,4/16/2022,21,4/16/2022,0,,
Iowa,IA,4/23/2022,35,4/23/2022,0,,
Iowa,IA,4/30/2022,19,4/30/2022,0,,
Iowa,IA,5/7/2022,4,5/7/2022,0,,
Iowa,IA,5/14/2022,22,5/14/2022,0,,
Iowa,IA,5/21/2022,16,5/21/2022,0,,
Iowa,IA,5/28/2022,16,5/28/2022,0,,
Iowa,IA,6/4/2022,15,6/4/2022,0,,
Iowa,IA,6/11/2022,12,6/11/2022,0,,
Iowa,IA,6/18/2022,0,6/18/2022,0,,
Iowa,IA,6/25/2022,65,6/25/2022,0,,
Iowa,IA,7/2/2022,9,7/2/2022,0,,
Iowa,IA,7/9/2022,15,7/9/2022,0,,
Iowa,IA,7/16/2022,15,7/16/2022,0,,
Iowa,IA,7/23/2022,41,7/23/2022,0,,
Iowa,IA,7/30/2022,23,7/30/2022,0,,
Iowa,IA,8/6/2022,35,8/6/2022,0,,
Iowa,IA,8/13/2022,33,8/13/2022,0,,
Iowa,IA,8/20/2022,32,8/20/2022,0,,
Iowa,IA,8/27/2022,25,8/27/2022,0,,
Iowa,IA,9/3/2022,33,9/3/2022,0,,
Iowa,IA,9/10/2022,28,9/10/2022,0,,
Iowa,IA,9/17/2022,26,9/17/2022,0,,
Iowa,IA,9/24/2022,57,9/24/2022,0,,
Iowa,IA,10/1/2022,26,10/1/2022,0,,
Iowa,IA,10/8/2022,20,10/8/2022,0,,
Iowa,IA,10/15/2022,28,10/15/2022,0,,
Iowa,IA,10/22/2022,27,10/22/2022,0,,
Iowa,IA,10/29/2022,25,10/29/2022,0,,
Iowa,IA,11/5/2022,30,11/5/2022,0,,
Iowa,IA,11/12/2022,22,11/12/2022,0,,
Iowa,IA,11/19/2022,24,11/19/2022,0,,
Iowa,IA,11/26/2022,23,11/26/2022,0,,
Iowa,IA,12/3/2022,18,12/3/2022,0,,
Iowa,IA,12/10/2022,22,12/10/2022,0,,
Iowa,IA,12/17/2022,27,12/17/2022,0,,
